"Season","Team","W","L","SV","G","GS","IP","R","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR"
"1999","Blue Jays","84","78","39","539","162","1439.0","862","6.31","3.60","1.19",".306","69.4 %","","","4.93","4.77","","13.9"
"1938","Phillies","45","105","6","291","151","1329.1","840","3.33","3.94","0.51",".298","63.6 %","","","4.93","4.30","","8.4"
"2003","Devil Rays","63","99","30","534","162","1436.2","852","5.49","4.00","1.23",".278","69.8 %","40.1 %","11.1 %","4.93","5.12","5.13","3.1"
"1999","Phillies","77","85","32","603","162","1438.1","846","6.44","3.92","1.33",".290","70.8 %","","","4.93","5.05","","6.9"
"1935","Braves","38","115","5","289","153","1330.0","852","2.40","2.73","0.55",".306","62.2 %","","","4.93","4.27","","4.1"
"1998","Tigers","65","97","32","608","162","1446.1","863","5.89","3.70","1.15",".300","68.7 %","","","4.93","4.81","","12.8"
"1938","Senators","75","76","11","308","152","1360.1","873","3.41","4.33","0.61",".286","63.3 %","","","4.94","4.55","","10.0"
"1921","White Sox","62","92","9","260","154","1365.1","857","2.58","3.62","0.34",".306","62.9 %","","","4.94","4.31","","11.2"
"2002","Tigers","55","106","33","533","161","1414.0","864","5.05","2.95","1.04",".302","66.4 %","42.3 %","9.3 %","4.94","4.45","4.67","11.2"
"2007","Pirates","68","94","32","657","162","1447.2","846","6.20","3.22","1.08",".315","69.5 %","44.1 %","10.0 %","4.94","4.66","4.60","10.9"
"2000","Pirates","69","93","27","628","162","1449.0","888","6.65","4.42","1.01",".308","68.5 %","","","4.94","4.72","","13.2"
"1927","Browns","59","94","8","276","155","1353.1","904","2.56","4.02","0.53",".297","62.3 %","","","4.95","4.60","","9.5"
"1994","Red Sox","54","61","30","423","115","1029.1","621","6.37","3.93","1.05",".305","68.0 %","","","4.95","4.63","","11.0"
"1998","Mariners","76","85","31","529","161","1424.1","855","7.30","3.34","1.24",".308","68.5 %","","","4.95","4.54","","15.8"
"2007","Reds","72","90","34","684","162","1449.2","853","6.63","2.99","1.23",".310","69.4 %","40.0 %","10.7 %","4.95","4.69","4.52","15.0"
"2007","Marlins","71","91","40","722","162","1443.2","891","7.12","4.12","1.10",".321","69.4 %","41.7 %","10.2 %","4.96","4.77","4.69","8.3"
"2001","Devil Rays","62","100","30","532","162","1423.2","887","6.51","3.60","1.31",".296","68.0 %","","","4.96","4.85","","6.5"
"1950","Pirates","57","96","16","367","154","1368.2","857","3.66","4.05","1.00",".279","66.2 %","","","4.96","4.64","","11.1"
"1929","Tigers","70","84","9","294","155","1390.1","928","3.02","4.18","0.47",".306","62.7 %","","","4.96","4.63","","12.9"
"1925","Red Sox","47","105","6","280","152","1326.2","917","2.10","3.46","0.45",".304","60.2 %","","","4.97","4.54","","11.9"
"1995","Rockies","77","67","43","600","144","1288.1","783","6.22","3.58","1.12",".313","68.5 %","","","4.97","4.62","","14.0"
"2006","Devil Rays","61","101","33","606","162","1420.1","856","6.20","3.84","1.14",".312","70.1 %","42.5 %","10.3 %","4.97","4.83","4.91","8.8"
"2005","Rangers","79","83","46","616","162","1440.0","858","5.83","3.26","0.99",".304","67.4 %","46.0 %","10.0 %","4.97","4.37","4.46","13.7"
"1995","Athletics","67","77","34","502","144","1273.0","761","6.29","3.93","1.08",".295","68.1 %","","","4.97","4.70","","11.1"
"2010","Royals","67","95","44","603","162","1436.2","845","6.48","3.45","1.10",".304","68.6 %","42.5 %","9.8 %","4.97","4.48","4.41","8.2"
"2004","Diamondbacks","51","111","33","633","162","1436.0","899","7.23","4.19","1.23",".297","68.0 %","46.1 %","13.5 %","4.98","4.78","4.43","10.6"
"1997","Padres","76","86","43","588","162","1450.0","891","6.57","3.70","1.07",".310","67.4 %","","","4.98","4.55","","7.1"
"1936","Tigers","83","71","13","281","154","1360.0","870","3.48","3.72","0.66",".301","63.7 %","","","5.00","4.73","","13.6"
"1998","Rangers","88","74","46","564","162","1431.1","871","6.25","3.26","1.03",".315","67.3 %","","","5.00","4.42","","17.9"
"1996","Red Sox","85","77","37","571","162","1458.0","921","7.19","4.46","1.14",".315","68.8 %","","","5.00","4.81","","15.1"
"1998","Rockies","77","85","36","568","162","1432.2","855","5.97","3.53","1.09",".311","68.9 %","","","5.00","4.70","","15.8"
"2010","Pirates","57","105","31","679","162","1411.2","866","6.54","3.43","1.06",".311","67.4 %","44.0 %","10.0 %","5.00","4.45","4.35","4.7"
"2001","Tigers","66","96","34","553","162","1429.1","876","5.41","3.48","1.13",".307","68.8 %","","","5.01","4.80","","6.7"
"1948","Browns","59","94","20","398","155","1373.1","849","3.48","4.83","0.67",".295","67.0 %","","","5.01","4.53","","11.4"
"1932","Browns","63","91","11","304","154","1376.2","899","3.24","3.75","0.67",".299","63.1 %","","","5.01","4.57","","14.6"
"1994","Mariners","49","63","21","364","112","984.0","616","6.98","4.45","1.00",".311","67.2 %","","","5.01","4.59","","11.9"
"1987","Orioles","67","95","30","456","162","1439.2","880","5.44","3.42","1.41",".288","68.9 %","","","5.01","4.90","","8.0"
"1934","Athletics","68","82","8","297","153","1337.0","838","3.23","4.66","0.57",".284","64.5 %","","","5.01","4.83","","9.4"
"1932","Red Sox","43","111","7","342","154","1362.0","911","2.41","4.04","0.52",".292","62.0 %","","","5.02","4.65","","7.7"
"2000","Angels","82","80","46","603","162","1448.0","869","5.26","4.11","1.42",".282","71.3 %","","","5.02","5.46","","4.9"
"2009","Nationals","59","103","33","694","162","1424.1","874","5.76","3.97","1.09",".296","67.9 %","44.4 %","10.3 %","5.02","4.82","4.80","4.8"
"1997","Twins","68","94","30","552","162","1434.0","861","5.70","3.11","1.17",".305","67.8 %","","","5.02","4.64","","11.7"
"1925","Phillies","68","85","9","304","153","1350.2","930","2.47","2.96","0.78",".314","62.7 %","","","5.02","4.72","","14.0"
"2003","Brewers","68","94","44","622","162","1452.0","873","6.41","3.56","1.36",".300","70.5 %","40.9 %","12.5 %","5.03","4.88","4.68","6.8"
"1999","Twins","63","97","34","578","161","1423.1","845","5.86","3.08","1.32",".303","69.5 %","","","5.03","4.82","","12.2"
"2006","Nationals","71","91","32","679","162","1436.1","872","6.02","3.66","1.21",".292","69.0 %","39.6 %","10.2 %","5.03","4.97","5.08","4.6"
"1926","Phillies","58","93","5","323","152","1334.1","900","2.23","3.06","0.46",".316","61.3 %","","","5.03","4.15","","13.9"
"1931","White Sox","56","97","10","326","156","1390.1","939","2.73","3.81","0.53",".295","61.1 %","","","5.04","4.61","","5.5"
"1962","Mets","40","120","10","415","161","1430.0","948","4.86","3.59","1.21",".290","64.8 %","","","5.04","4.59","","5.1"
"2015","Rockies","68","94","36","746","162","1426.1","844","7.02","3.65","1.15",".318","69.9 %","47.7 %","13.2 %","5.04","4.56","4.33","7.0"
"1937","Phillies","61","91","15","332","155","1373.2","868","3.47","3.28","0.76",".307","64.7 %","","","5.04","4.53","","14.0"
"2001","Pirates","62","100","36","572","162","1416.1","858","5.77","3.49","1.06",".293","66.9 %","","","5.05","4.63","","9.0"
"1999","Devil Rays","69","93","45","615","162","1433.0","913","6.63","4.36","1.08",".320","68.6 %","","","5.06","4.84","","12.9"
"1936","White Sox","81","70","8","257","153","1365.0","873","2.73","3.81","0.69",".298","64.7 %","","","5.06","4.97","","12.4"
"2003","Royals","83","79","36","570","162","1438.2","867","5.41","3.54","1.19",".295","68.9 %","41.6 %","11.0 %","5.07","4.86","4.90","9.7"
"1999","Rangers","95","67","47","601","162","1436.1","859","6.13","3.19","1.17",".313","68.7 %","","","5.07","4.60","","18.4"
"2009","Indians","65","97","25","607","162","1434.0","865","6.19","3.75","1.15",".305","68.9 %","43.1 %","10.3 %","5.07","4.73","4.69","7.9"
"1930","Browns","64","90","10","276","154","1371.2","896","3.08","2.95","0.81",".302","62.8 %","","","5.07","5.03","","11.6"
"1930","Reds","59","95","11","303","154","1335.0","860","2.43","2.66","0.51",".311","61.5 %","","","5.08","4.63","","13.6"
"1999","Brewers","74","87","40","614","161","1442.2","886","6.16","3.84","1.33",".305","70.4 %","","","5.08","5.07","","7.0"
"2016","Twins","59","103","26","695","162","1443.0","889","7.43","2.99","1.38",".319","68.3 %","43.0 %","13.9 %","5.09","4.57","4.42","8.1"
"2003","Reds","69","93","38","637","162","1446.1","886","5.80","3.67","1.30",".295","69.2 %","42.6 %","12.9 %","5.09","4.94","4.70","6.6"
"2016","Diamondbacks","69","93","31","737","162","1451.1","890","8.17","3.74","1.25",".320","68.7 %","46.0 %","14.1 %","5.09","4.50","4.34","8.5"
"1949","Senators","50","104","9","360","154","1345.2","868","3.02","5.21","0.53",".283","64.5 %","","","5.10","4.40","","9.4"
"2008","Pirates","67","95","34","659","162","1455.0","884","5.96","4.06","1.09",".311","69.5 %","44.0 %","10.8 %","5.10","4.84","4.74","4.4"
"1935","Athletics","58","91","10","297","149","1326.1","869","3.18","4.78","0.50",".294","63.7 %","","","5.12","4.71","","7.9"
"1929","Braves","56","98","12","262","154","1352.2","876","2.44","3.53","0.69",".299","63.7 %","","","5.12","4.84","","7.7"
"1940","Browns","67","87","9","336","156","1373.1","882","2.88","4.23","0.74",".295","65.5 %","","","5.12","4.72","","9.9"
"2005","Rockies","67","95","37","621","162","1418.2","862","6.22","3.83","1.11",".314","69.8 %","44.2 %","11.3 %","5.14","4.70","4.59","10.2"
"2000","Expos","67","95","39","614","162","1424.2","902","6.39","3.66","1.14",".309","66.9 %","","","5.14","4.71","","13.8"
"2008","Orioles","68","93","35","653","161","1422.0","869","5.84","4.35","1.16",".298","70.1 %","44.6 %","10.7 %","5.15","5.14","5.04","3.7"
"1996","Orioles","88","74","44","541","163","1468.2","903","6.42","3.66","1.28",".305","68.6 %","","","5.15","4.89","","15.3"
"1996","Brewers","80","82","42","546","162","1447.1","899","5.26","3.95","1.32",".290","69.4 %","","","5.15","5.35","","8.4"
"2000","Twins","69","93","35","574","162","1432.2","880","6.55","3.24","1.33",".314","69.1 %","","","5.16","4.76","","13.3"
"1998","Royals","72","89","46","549","161","1436.1","899","6.26","3.56","1.23",".307","67.9 %","","","5.16","4.83","","11.3"
"2002","Rangers","72","90","33","649","162","1439.2","882","6.44","4.18","1.21",".298","69.5 %","43.2 %","12.0 %","5.16","4.84","4.64","7.6"
"2004","Royals","58","104","25","571","162","1420.1","905","5.62","3.28","1.32",".307","68.0 %","41.0 %","11.3 %","5.16","4.92","4.85","9.0"
"2009","Orioles","64","98","31","646","162","1429.0","876","5.88","3.44","1.37",".307","70.3 %","41.7 %","11.6 %","5.16","5.03","4.78","7.7"
"1994","Rockies","53","64","28","446","117","1031.0","638","6.14","3.91","1.05",".320","69.0 %","","","5.17","4.73","","6.4"
"1939","Phillies","45","106","12","285","152","1326.2","856","3.03","3.93","0.72",".289","64.2 %","","","5.17","4.75","","3.7"
"1994","Cardinals","53","61","29","445","115","1018.0","621","5.59","3.14","1.18",".308","68.1 %","","","5.17","4.76","","3.0"
"2000","Blue Jays","83","79","37","550","162","1437.1","908","6.12","3.51","1.22",".310","67.7 %","","","5.17","4.84","","14.1"
"2005","Reds","73","89","31","654","163","1433.0","889","6.00","3.09","1.38",".309","69.7 %","41.3 %","12.3 %","5.18","4.87","4.60","7.0"
"1951","Browns","52","102","9","334","154","1370.1","882","3.61","5.26","0.86",".291","68.0 %","","","5.18","4.76","","6.4"
"1954","Athletics","51","103","13","338","156","1371.1","875","3.64","4.50","0.93",".288","66.9 %","","","5.18","4.51","","3.9"
"2007","Orioles","69","93","30","652","162","1438.2","868","6.80","4.35","1.01",".302","68.4 %","44.9 %","9.7 %","5.19","4.78","4.78","11.0"
"1950","Browns","58","96","14","342","154","1365.1","916","2.95","4.29","0.85",".299","65.5 %","","","5.20","4.66","","14.3"
"1998","Marlins","54","108","24","582","162","1449.2","923","6.31","4.44","1.13",".313","68.7 %","","","5.20","4.97","","1.5"
"1996","Athletics","78","84","34","580","162","1456.1","900","5.46","3.98","1.27",".304","70.1 %","","","5.20","5.22","","8.8"
"2002","Royals","62","100","30","583","162","1441.0","891","5.68","3.57","1.32",".296","69.0 %","43.1 %","12.6 %","5.21","4.91","4.62","7.5"
"2002","Rockies","73","89","43","668","162","1426.2","898","5.80","3.67","1.42",".292","69.1 %","43.6 %","13.9 %","5.21","5.08","4.60","6.5"
"1996","Mariners","85","76","34","564","161","1431.2","895","6.29","3.80","1.36",".301","69.2 %","","","5.21","5.13","","11.0"
"2004","Reds","76","86","47","659","162","1443.2","907","6.18","3.57","1.47",".296","69.5 %","42.5 %","13.7 %","5.21","5.10","4.67","5.6"
"1949","Browns","53","101","16","386","155","1341.1","913","2.90","4.60","0.76",".298","64.6 %","","","5.21","4.55","","12.0"
"2012","Rockies","64","98","36","737","162","1422.0","890","7.24","3.58","1.25",".325","68.9 %","45.2 %","13.7 %","5.22","4.59","4.28","7.0"
"1940","Athletics","54","100","12","271","154","1345.0","932","3.27","3.57","0.90",".286","61.0 %","","","5.22","4.64","","9.8"
"1999","Tigers","69","92","33","581","161","1420.2","882","6.18","3.69","1.32",".297","68.8 %","","","5.22","5.05","","12.4"
"1953","Pirates","50","104","10","365","154","1358.0","887","4.02","3.82","1.11",".290","65.6 %","","","5.22","4.63","","10.0"
"2003","Rockies","74","88","34","662","162","1420.0","892","5.49","3.50","1.27",".307","69.2 %","43.7 %","12.9 %","5.24","4.99","4.74","8.8"
"1998","White Sox","80","82","42","568","163","1438.2","931","5.70","3.63","1.32",".294","66.7 %","","","5.24","5.10","","5.5"
"1930","Pirates","80","74","13","261","154","1361.1","928","2.60","2.90","0.85",".309","62.9 %","","","5.24","5.17","","11.4"
"1999","Mariners","79","83","40","508","162","1433.2","905","6.15","4.29","1.20",".313","69.7 %","","","5.25","5.08","","9.1"
"1935","Senators","67","86","12","297","154","1378.2","902","2.98","4.00","0.58",".310","64.5 %","","","5.25","4.63","","7.8"
"1997","Rockies","83","79","38","588","162","1432.2","908","5.47","3.56","1.23",".318","69.2 %","","","5.25","5.00","","10.4"
"1953","Tigers","60","94","16","376","158","1415.0","923","4.10","3.72","0.98",".300","65.4 %","","","5.25","4.42","","8.1"
"2000","Cubs","65","97","39","583","162","1454.2","904","7.07","4.07","1.43",".292","69.5 %","","","5.26","5.11","","8.1"
"1935","Browns","65","87","15","374","155","1380.1","930","2.84","4.18","0.60",".304","63.5 %","","","5.26","4.72","","13.2"
"1999","Cubs","67","95","32","602","162","1430.2","920","6.16","3.33","1.39",".304","67.3 %","","","5.27","4.94","","9.5"
"1987","Indians","61","101","25","470","162","1422.2","957","5.37","3.83","1.39",".288","66.0 %","","","5.28","5.06","","4.3"
"2000","Rockies","82","80","33","641","162","1430.0","897","6.30","3.70","1.39",".302","69.4 %","","","5.29","5.13","","16.4"
"2002","Devil Rays","55","106","25","467","161","1440.1","918","5.78","3.87","1.34",".296","68.8 %","38.6 %","11.7 %","5.29","5.11","4.94","2.8"
"2001","Rockies","73","89","26","636","162","1430.0","906","6.66","3.76","1.50",".295","69.1 %","","","5.29","5.13","","10.4"
"1996","Twins","78","84","31","549","162","1439.2","900","6.00","3.63","1.46",".292","69.1 %","","","5.30","5.24","","8.6"
"1996","Angels","70","91","38","544","161","1439.0","943","6.58","4.14","1.37",".299","68.0 %","","","5.31","5.24","","11.0"
"2003","Tigers","43","119","27","613","162","1438.2","928","4.78","3.48","1.22",".296","66.5 %","42.5 %","11.6 %","5.32","5.01","4.95","2.9"
"1956","Senators","59","95","18","399","155","1368.2","924","4.36","4.80","1.12",".293","66.8 %","","","5.33","4.70","","2.6"
"1923","Phillies","50","104","8","305","155","1376.1","1008","2.51","3.59","0.65",".323","61.4 %","","","5.34","4.60","","13.2"
"2006","Orioles","70","92","35","634","162","1419.0","899","6.44","3.89","1.37",".307","69.2 %","42.3 %","12.7 %","5.35","5.09","4.80","7.6"
"1955","Athletics","63","91","22","410","155","1382.0","911","3.73","4.60","1.14",".276","66.5 %","","","5.35","4.81","","1.8"
"1999","Royals","64","97","29","577","161","1420.2","921","5.26","4.07","1.28",".303","68.6 %","","","5.35","5.31","","7.4"
"1927","Phillies","51","103","6","267","155","1355.1","903","2.50","3.07","0.56",".316","62.4 %","","","5.36","4.37","","13.6"
"2008","Rangers","79","83","36","619","162","1442.0","967","6.01","3.90","1.10",".315","65.7 %","43.2 %","10.2 %","5.37","4.83","4.82","6.8"
"2000","Orioles","74","88","33","558","162","1433.1","913","6.39","4.18","1.27",".298","67.9 %","","","5.37","5.01","","12.0"
"1994","Tigers","53","62","20","361","115","1017.2","671","4.95","3.97","1.31",".292","67.0 %","","","5.39","5.32","","4.9"
"2005","Devil Rays","67","95","43","563","162","1421.2","936","6.01","3.89","1.23",".302","66.4 %","39.3 %","10.6 %","5.40","4.89","4.90","4.9"
"1934","White Sox","53","99","8","271","153","1355.0","945","3.36","4.17","0.92",".296","63.5 %","","","5.41","5.14","","4.1"
"2000","Astros","72","90","30","572","162","1437.2","944","6.66","3.74","1.46",".303","68.0 %","","","5.42","5.14","","8.7"
"1994","Angels","47","68","21","372","115","1027.0","660","5.98","3.82","1.31",".307","68.3 %","","","5.43","5.11","","6.9"
"1993","Rockies","67","95","35","615","162","1431.1","967","5.74","3.83","1.14",".314","65.4 %","","","5.44","4.72","","5.2"
"1994","Rangers","52","62","26","415","114","1023.0","697","6.01","3.47","1.38",".306","65.5 %","","","5.45","5.04","","6.9"
"1938","Athletics","53","99","12","297","154","1324.0","956","3.22","4.07","0.97",".295","62.0 %","","","5.48","5.00","","8.0"
"2000","Royals","77","85","29","491","162","1439.1","930","5.80","4.33","1.49",".296","70.0 %","","","5.48","5.54","","6.7"
"1997","Athletics","65","97","38","642","162","1445.1","946","5.93","4.00","1.23",".324","69.0 %","","","5.49","5.03","","4.8"
"1950","Athletics","52","102","18","307","154","1346.1","913","3.12","4.87","0.92",".289","65.6 %","","","5.49","4.92","","8.3"
